playerName,playerId,teamAbbr,salarySuperCoach,positionSuperCoach,valuePosition,ownershipSuperCoach,pricedAt,age,playerIdVoid,gms,subCount,kicks,handballs,marks,tackles,hitouts,ruckContestPercentage,goals,centreBounceAttendancePercentage,kickins,playOnPercentage,timeOnGroundPercentage,FP,consistency,FPadj,FPfirst,FPsecond,FPreg,FPfin,maxFP,minFP,pointsPerMinute,gm100,gm120,gmSub90,cbaPre,kiPre,poPre,togPre,fpPre,ppmPre,changeOwn,dollarsPerPoint,rankSalary,rankReg,rankAdj,rankFirst,rankSecond
Rhett Bazzo,CD_I1017718,WCE,121200,DEF,DEF,0.3,22.5,21,CD_I1017718,1,,4,2,3,1,0,0,0,0,0,,80,25,0,25,,25,25,,25,25,0.23,0,0,1,,,,,,,0,4848,199,195,195,,180
Callum Coleman-Jones,CD_I1000061,NTH,128200,FWD,FWD,0.5,23.8,25,CD_I1000061,3,,2,4,2.3,0.3,3.7,10,0,10,0,,50,34,0.583,44,34,,34,,61,14,0.54,0,0,3,21,0,,72,45,0.52,0,3771,220,203,195,185,
Tew Jiath,CD_I1032017,COL,119900,DEF,DEF,0.6,22.2,19,CD_I1032017,1,,4,1,2,3,0,0,0,0,0,,61,24,0,24,,24,24,,24,24,0.3,0,0,1,,,,,,,0,4996,201,197,196,,181
Steely Green,CD_I1023056,RIC,182700,FWD,FWD,0.2,33.9,21,CD_I1023056,6,1,5.7,3,2.3,1,0,0,0.8,0,0,,61,37.7,0.379,43.8,20,46.5,37.7,,54,16,0.49,0,0,6,0,0,,28,15,0.46,0,4846,194,194,196,200,152
Zane Duursma,CD_I1023494,NTH,194400,FWD,FWD,1.3,36.1,19,CD_I1023494,13,2,4.5,2.9,3.1,0.8,0,0,0.7,0,0,,66,36.1,0.597,43.2,39.9,23.3,36.1,,80,0,0.43,0,0,13,0,0,,84,81,0.8,0,5385,189,198,197,169,201
Tom Lynch,CD_I293813,RIC,183200,FWD,FWD,29,34,32,CD_I293813,4,,5.8,2.3,3,0.3,0.5,4,1.5,0,0,,81,42.5,0.524,42.5,46,32,42.5,,64,11,0.43,0,0,4,,,,,,,-0.3,4311,192,174,198,151,189
Tyler Sonsie,CD_I1017114,RIC,213200,FWD,FWD,0.2,39.6,22,CD_I1017114,14,2,6.9,4.8,2.7,1.2,0,0,0.3,4,0,,72,39.6,0.413,42.1,45.9,31.2,39.6,,81,7,0.45,0,0,14,,,,,,,0,5384,180,186,199,152,192
Orazio Fantasia,CD_I296334,CAR,215100,FWD,FWD,0.3,39.9,29,CD_I296334,15,1,4.5,3.9,1.9,1.5,0,0,0.6,0,0,,62,40.4,0.341,42,37.1,47,39.9,47,76,18,0.51,0,0,15,0,0,,82,36,0.36,0,5391,179,185,200,179,146
Toby Pink,CD_I1002138,NTH,209400,FWD,FWD,0.2,38.8,26,CD_I1002138,15,1,3.8,3.1,2.5,1.1,0.6,3,0.5,2,0,,70,38.9,0.367,42,37.5,39.8,38.9,,60,9,0.44,0,0,15,0,0,,90,70,0.65,0,5383,183,191,200,177,173
Shane McAdam,CD_I298470,MEL,158400,FWD,FWD,0.2,29.4,29,CD_I298470,3,,4,4.7,3.3,3,0,0,0.3,0,0,,72,42,0.108,42,42,,42,,47,36,0.47,0,0,3,,,,,,,0,3771,204,177,200,163,
Ethan Read,CD_I1027033,GCS,169200,FWD,FWD,0.2,31.4,19,CD_I1027033,4,,2.3,2.3,1,0.3,3.8,12,0.8,11,0,,55,39.3,0.268,41.7,39.3,,39.3,,54,27,0.57,0,0,4,,,,,,,0,4305,197,187,203,171,
Mitch Lewis,CD_I1000887,HAW,178900,FWD,FWD,0.9,33.2,26,CD_I1000887,4,,5.3,2.8,4.5,0.8,0.3,2,1.3,0,0,,82,41.5,0.171,41.5,37.7,53,41.5,,53,34,0.42,0,0,4,0,0,,94,61,0.52,0,4311,196,179,204,176,122
Robert Hansen Jr,CD_I1023144,NTH,165700,FWD,FWD,0.2,30.7,20,CD_I1023144,6,1,4.3,4.2,1.7,0.7,0,0,0.7,0,0,,59,34.2,0.333,41.3,,34.2,34.2,,48,17,0.45,0,0,6,,,,,,,0,4845,200,202,205,,185
Jye Menzie,CD_I1013201,ESS,182800,FWD,FWD,0.5,33.9,22,CD_I1013201,14,2,5.1,3.9,2.7,1.5,0,0,0.2,0,1,100,62,33.9,0.719,40.5,34.7,33.4,33.9,,92,1,0.44,0,0,13,0,0,,66,19,0.24,0,5392,193,205,206,183,187
Arthur Jones,CD_I1020586,WBD,150900,FWD,FWD,0.2,28,21,CD_I1020586,1,1,5,3,4,0,0,0,1,0,0,,67,40,0,40,,40,40,,40,40,0.48,0,0,1,,,,,,,0,3773,207,183,207,,171
Luke Pedlar,CD_I1012218,ADE,150400,FWD,FWD,0.4,27.9,22,CD_I1012218,4,,5,0.8,1.8,1,0,0,0.3,2,0,,46,27.8,0.634,40,27.8,,27.8,,57,10,0.49,0,0,4,25,0,,71,58,0.65,0,5410,209,213,207,194,
Jed McEntee,CD_I1004819,PTA,200600,FWD,FWD,0.1,37.2,24,CD_I1004819,14,1,3.5,3.6,1.4,2.8,0,0,0.5,0,0,,69,37.3,0.409,39.8,34.6,46,37.2,38,57,5,0.43,0,0,14,0,0,,78,81,0.89,0,5392,187,195,209,184,153
Jesse Motlop,CD_I1017700,CAR,190700,FWD,FWD,0.9,35.4,21,CD_I1017700,7,,4.3,3.4,2.1,2.1,0,0,0.9,0,0,,77,39.3,0.225,39.3,,39.3,39.3,39,57,27,0.41,0,0,7,0,0,,12,3,0.2,0,4852,190,187,210,,174
Jed Walter,CD_I1023736,GCS,190500,FWD,FWD,0.7,35.3,19,CD_I1023736,14,,3.9,1.9,1.8,2.2,1.1,4,0.8,3,0,,65,35.4,0.424,38.6,36.4,33.4,35.4,,57,0,0.44,0,0,14,,,,,,,0,5381,191,200,211,181,187
Cooper Simpson,CD_I1027656,FRE,119900,FWD,FWD,1.2,22.2,20,CD_I1027656,2,1,4,1.5,2,1,0,0,0,0,0,,65,37,0.541,37,37,,37,,57,17,0.48,0,0,2,0,0,,78,33,0.36,0,3241,227,197,213,180,
Charlie Spargo,CD_I1002282,MEL,135800,FWD,FWD,1.7,25.2,25,CD_I1002282,1,,5,7,1,2,0,0,0,4,0,,77,36,0,36,36,,36,,36,36,0.36,0,0,1,,,,,,,0,3772,217,199,214,182,
Alwyn Davey Jnr,CD_I1017933,ESS,146600,FWD,FWD,0.5,27.2,20,CD_I1017933,10,2,3.8,2.2,1,1.6,0,0,0.5,0,0,,59,27.2,0.569,32.5,28.4,22.5,27.2,,49,4,0.37,0,0,10,,,,,,,0,5390,212,215,215,193,202
Conor Stone,CD_I1015862,GWS,119900,FWD,FWD,10.3,22.2,22,CD_I1015862,4,3,2,0.8,0.5,1.5,0,0,0.3,0,0,,37,19.8,0.645,32,32,7.5,19.8,,34,3,0.44,0,0,4,,,,,,,0.3,6056,227,223,216,190,206
Max Gruzewski,CD_I1027921,GWS,119900,FWD,FWD,0.2,22.2,20,CD_I1027921,4,,2.3,0.8,1.5,0.3,0,0,0.8,0,0,,49,21,0.364,25,,21,21,,34,15,0.35,0,0,4,,,,,,,0,5710,227,222,218,,204
Sam Butler,CD_I1010708,HAW,126600,FWD,FWD,0.2,23.5,22,CD_I1010708,2,,3.5,1.5,3,1.5,0,0,0,0,0,,72,23.5,0.106,23.5,23.5,,23.5,,26,21,0.27,0,0,2,0,0,,25,5,0.16,0,5387,223,218,220,197,
Brandon Ryan,CD_I1012127,BRL,119900,FWD,FWD,0.2,22.2,27,CD_I1012127,1,,2,0,1,1,0,0,1,0,0,,52,23,0,23,23,,23,,23,23,0.36,0,0,1,,,,,,,0,5213,227,219,221,198,
Ash Johnson,CD_I997974,COL,134000,FWD,FWD,0.3,24.9,27,CD_I997974,3,,2.3,0.7,1.7,1.7,0,0,0,0,0,,61,17.7,0.376,17.7,17.7,,17.7,,27,12,0.22,0,0,3,0,0,,69,33,0.41,0,7571,218,224,222,201,
Loch Rawlinson,CD_I1020032,WCE,119900,FWD,FWD,0.1,22.2,19,CD_I1020032,1,1,3,1,2,1,0,0,0,0,0,,51,11,0,11,11,,11,,11,11,0.17,0,0,1,0,0,,74,40,0.43,0,10900,227,225,223,205,
Keidean Coleman,CD_I1006059,BRL,269100,DEF,DEF,24.4,49.9,24,CD_I1006059,1,,6,2,4,0,0,0,0,0,1,0,44,37,0,,37,,37,,37,37,0.65,0,0,1,0,0,,74,89,1.05,-0.4,7273,149,188,,165,
Zach Reid,CD_I1012817,ESS,119900,DEF,DEF,34.7,22.2,22,CD_I1012817,1,,1,2,2,1,0,0,0,0,0,,33,15,0,,15,,15,,15,15,0.37,0,0,1,0,0,,92,80,0.73,0.2,7993,201,198,,177,
Tom Doedee,CD_I1000932,BRL,256800,DEF,DEF,1.9,47.6,27,CD_I1000932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,155,,,,
Tobie Travaglia,CD_I1028538,STK,172000,DEF/MID,DEF,55.5,31.9,18,CD_I1028538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,181,,,,
Alixzander Tauru,CD_I1030433,STK,163000,DEF/FWD,DEF,5.1,30.2,18,CD_I1030433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,186,,,,
Ryan Gardner,CD_I997501,WBD,145800,DEF,DEF,0.8,27.1,27,CD_I997501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,193,,,,
Bo Allan,CD_I1028449,WCE,136000,DEF/MID,DEF,65.9,25.2,19,CD_I1028449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,196,,,,
Harrison Oliver,CD_I1028562,GWS,122500,DEF,DEF,0.6,22.7,18,CD_I1028562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,198,,,,
James Leake,CD_I1032119,GWS,119900,DEF,DEF,18.5,22.2,19,CD_I1032119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,201,,,,
Saad El-Hawli,CD_I1015919,ESS,119900,DEF/MID,DEF,55,22.2,23,CD_I1015919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,,201,,,,
Josh Fahey,CD_I1017751,GWS,119900,DEF,DEF,0.2,22.2,21,CD_I1017751,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,100,79,49,0.5,0,,201,,,,
Charlie Edwards,CD_I1028671,ADE,119900,DEF/MID,DEF,1.5,22.2,19,CD_I1028671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Luamon Lual,CD_I1027706,ESS,119900,DEF,DEF,0.1,22.2,19,CD_I1027706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Karl Gallagher,CD_I1035372,ADE,119900,DEF,DEF,0.1,22.2,23,CD_I1035372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Bailey Macdonald,CD_I1029261,HAW,119900,DEF,DEF,0.2,22.2,20,CD_I1029261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Bodie Ryan,CD_I1022473,HAW,119900,DEF,DEF,0.1,22.2,19,CD_I1022473,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,25,1,0.03,0,,201,,,,
Luke Beecken,CD_I1008805,BRL,119900,DEF,DEF,0.1,22.2,23,CD_I1008805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Billy Wilson,CD_I1027678,CAR,119900,DEF/MID,DEF,0.8,22.2,19,CD_I1027678,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,24,8,0.27,0,,201,,,,
Liam O'Connell,CD_I1035198,STK,119900,DEF,DEF,0.1,22.2,21,CD_I1035198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Oscar Ryan,CD_I1027893,ADE,119900,DEF,DEF,0.3,22.2,19,CD_I1027893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Jy Farrar,CD_I999715,GCS,119900,DEF,DEF,0.2,22.2,28,CD_I999715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Campbell Gray,CD_I1036103,RIC,119900,DEF/FWD,DEF,0.4,22.2,21,CD_I1036103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Jakob Ryan,CD_I1020104,COL,119900,DEF,DEF,0.2,22.2,20,CD_I1020104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
William McCabe,CD_I1022410,HAW,119900,DEF,DEF,0.2,22.2,19,CD_I1022410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Lewis Hayes,CD_I1023487,ESS,119900,DEF,DEF,0.1,22.2,20,CD_I1023487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Jedd Busslinger,CD_I1023017,WBD,119900,DEF,DEF,13.1,22.2,20,CD_I1023017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,201,,,,
Zane Zakostelsky,CD_I1032650,BRL,119900,DEF/RUC,DEF,0.3,22.2,19,CD_I1032650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Ollie Murphy,CD_I1027990,FRE,119900,DEF,DEF,0.2,22.2,19,CD_I1027990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
William Edwards,CD_I1017757,SYD,119900,DEF,DEF,0.1,22.2,21,CD_I1017757,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,18,6,0.29,0,,201,,,,
Patrick Snell,CD_I1024685,SYD,119900,DEF/FWD,DEF,0.2,22.2,19,CD_I1024685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Jed Adams,CD_I1023174,MEL,119900,DEF,DEF,0.1,22.2,20,CD_I1023174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Caleb Graham,CD_I1006087,GCS,119900,DEF,DEF,0.1,22.2,24,CD_I1006087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
James Blanck,CD_I1011839,HAW,119900,DEF,DEF,0.3,22.2,24,CD_I1011839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,201,,,,
Angus Clarke,CD_I1027284,ESS,113500,DEF,DEF,0.4,21.1,18,CD_I1027284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,230,,,,
Noah Mraz,CD_I1028643,HAW,113500,DEF,DEF,0.2,21.1,19,CD_I1028643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,230,,,,
Harry O'Farrell,CD_I1028526,CAR,113500,DEF,DEF,0.3,21.1,18,CD_I1028526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,230,,,,
Lennox Hoffman,CD_I1032114,GEE,113500,DEF,DEF,0.1,21.1,18,CD_I1032114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,230,,,,
Lachie Jaques,CD_I1028493,WBD,113500,DEF,DEF,0.3,21.1,18,CD_I1028493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,230,,,,
Riley Bice,CD_I1008224,SYD,113500,DEF,DEF,14.7,21.1,24,CD_I1008224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,230,,,,
Riak Andrew,CD_I1027659,SYD,113500,DEF,DEF,0.2,21.1,20,CD_I1027659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,230,,,,
Luke Trainor,CD_I1028521,RIC,113500,DEF,DEF,12.4,21.1,18,CD_I1028521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,230,,,,
Joel Cochran,CD_I1029000,COL,113500,DEF,DEF,0.2,21.1,18,CD_I1029000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,230,,,,
James Barrat,CD_I1028545,STK,113500,DEF/FWD,DEF,0.6,21.1,18,CD_I1028545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,230,,,,
Matt Whitlock,CD_I1028547,NTH,113500,DEF/FWD,DEF,14,21.1,18,CD_I1028547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,230,,,,
Cooper Bell,CD_I1029065,GCS,113500,DEF/FWD,DEF,0.6,21.1,18,CD_I1029065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,230,,,,
Jayden Nguyen,CD_I1018987,ESS,99100,DEF/MID,DEF,3.5,18.4,18,CD_I1018987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,242,,,,
Harry Charleson,CD_I1028496,CAR,99100,DEF/MID,DEF,4.2,18.4,18,CD_I1028496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,242,,,,
Matt Hill,CD_I1039500,HAW,99100,DEF,DEF,0.8,18.4,21,CD_I1039500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,242,,,,
Matt Duffy,CD_I1039720,CAR,99100,DEF,DEF,0.9,18.4,21,CD_I1039720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,242,,,,
Cillian Burke,CD_I1039509,GEE,99100,DEF,DEF,0.6,18.4,21,CD_I1039509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,242,,,,
Blake Leidler,CD_I1028564,SYD,99100,DEF,DEF,0.9,18.4,18,CD_I1028564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,242,,,,
Jacob Moss,CD_I1038914,PTA,99100,DEF,DEF,0.6,18.4,20,CD_I1038914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,242,,,,
Ricky Mentha,CD_I1029211,MEL,99100,DEF/FWD,DEF,7.3,18.4,18,CD_I1029211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,242,,,,
Ben Jepson,CD_I1011950,GCS,99100,DEF,DEF,3.9,18.4,23,CD_I1011950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,242,,,,
Matthew Carroll,CD_I1027964,CAR,99100,DEF,DEF,1.2,18.4,19,CD_I1027964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,242,,,,
Eamonn Armstrong,CD_I1039730,STK,99100,DEF,DEF,0.8,18.4,18,CD_I1039730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,242,,,,
Will Lorenz,CD_I1029262,PTA,119900,MID,MID,0.5,22.2,20,CD_I1029262,2,2,2,1,1,2,0,0,0,0,0,,25,22,0.409,,,31,31,13,31,13,0.74,0,0,2,,,,,,,0,3868,206,184,,,178
Ted Clohesy,CD_I1023542,GEE,119900,FWD/MID,MID,1.1,22.2,20,CD_I1023542,2,2,3,2,1.5,4,0,0,0,8,0,,32,22.5,0.022,,,22.5,22.5,,23,22,0.57,0,0,2,,,,,,,0,5329,206,190,,,181
Kynan Brown,CD_I1027949,MEL,119900,MID,MID,0.6,22.2,20,CD_I1027949,2,2,1,0.5,0,1,0,0,0,0,0,,10,18,0.167,,,18,18,,21,15,1.43,0,0,2,0,0,,12,6,0.41,-0.1,6661,206,192,,,183
Henry Hustwaite,CD_I1023680,HAW,121200,MID,MID,4.5,22.5,20,CD_I1023680,4,3,2.5,4,0.3,2,0,0,0,29,0,,34,25,0.611,,25,,25,,46,4,0.58,0,0,4,47,0,,73,84,0.93,-0.1,4848,204,186,,169,
Bailey Smith,CD_I1006130,GEE,389200,FWD/MID,MID,67.2,72.2,24,CD_I1006130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,99,,,,
Sam Lalor,CD_I1028491,RIC,203500,MID,MID,30.7,37.8,18,CD_I1028491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,,176,,,,
Finn O'Sullivan,CD_I1028495,NTH,199000,MID,MID,17,36.9,18,CD_I1028495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,178,,,,
Jagga Smith,CD_I1028515,CAR,194500,MID,MID,65.9,36.1,19,CD_I1028515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,180,,,,
Will Brodie,CD_I998129,FRE,191800,MID,MID,1.1,35.6,26,CD_I998129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,182,,,,
Sid Draper,CD_I1022607,ADE,190000,MID,MID,37,35.3,18,CD_I1022607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,184,,,,
Levi Ashcroft,CD_I1028560,BRL,185500,MID,MID,50.8,34.4,18,CD_I1028560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,186,,,,
Harvey Langford,CD_I1028546,MEL,181000,MID,MID,20.1,33.6,18,CD_I1028546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,187,,,,
Josh Smillie,CD_I1028572,RIC,176500,MID,MID,25.2,32.7,18,CD_I1028572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,188,,,,
Leonardo Lombard,CD_I1029301,GCS,167500,MID,MID,8.2,31.1,18,CD_I1029301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,191,,,,
Angus Sheldrick,CD_I1020339,SYD,161700,MID,MID,8.2,30,21,CD_I1020339,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,,78,43,0.48,0,,192,,,,
Xavier Lindsay,CD_I1028531,MEL,158500,MID,MID,5.2,29.4,18,CD_I1028531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,193,,,,
Taj Hotton,CD_I1032106,RIC,154000,MID/FWD,MID,2.3,28.6,18,CD_I1032106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,194,,,,
Isaac Kako,CD_I1028554,ESS,149500,MID/FWD,MID,51.3,27.7,18,CD_I1028554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,197,,,,
Murphy Reid,CD_I1028513,FRE,131500,MID,MID,2.2,24.4,18,CD_I1028513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,200,,,,
Oliver Hannaford,CD_I1028485,GWS,127000,MID/FWD,MID,0.9,23.6,18,CD_I1028485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,202,,,,
Elijah Hewett,CD_I1020670,WCE,122800,FWD/MID,MID,62.5,22.8,20,CD_I1020670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,203,,,,
Reece Torrent,CD_I1024187,BRL,119900,MID,MID,0.1,22.2,19,CD_I1024187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,206,,,,
George Stevens,CD_I1023681,GEE,119900,MID,MID,0.2,22.2,19,CD_I1023681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,206,,,,
Max Hall,CD_I1020855,STK,119900,FWD/MID,MID,15.5,22.2,22,CD_I1020855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,206,,,,
Geordie Payne,CD_I1027726,NTH,119900,FWD/MID,MID,0.3,22.2,19,CD_I1027726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,206,,,,
Hugh Jackson,CD_I1015330,PTA,119900,MID,MID,0.2,22.2,21,CD_I1015330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,206,,,,
Indhi Kirk,CD_I1027058,SYD,119900,MID,MID,0.1,22.2,20,CD_I1027058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,206,,,,
Tom Hanily,CD_I1027687,SYD,119900,MID,MID,0.1,22.2,19,CD_I1027687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,206,,,,
Oliver Wiltshire,CD_I1020881,GEE,119900,FWD/MID,MID,0.2,22.2,22,CD_I1020881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,206,,,,
Lachlan Charleson,CD_I1014013,PTA,119900,FWD/MID,MID,0.2,22.2,20,CD_I1014013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,206,,,,
Harry Rowston,CD_I1021122,GWS,119900,MID,MID,0.7,22.2,20,CD_I1021122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,206,,,,
Harry DeMattia,CD_I1027673,COL,119900,MID,MID,0.7,22.2,19,CD_I1027673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,206,,,,
Cooper Hynes,CD_I1029456,WBD,118000,MID,MID,0.7,21.9,18,CD_I1029456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,227,,,,
Cody Anderson,CD_I1028566,HAW,113500,MID,MID,1,21.1,19,CD_I1028566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Jack Ough,CD_I1028539,GWS,113500,MID,MID,0.2,21.1,18,CD_I1028539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Cody Angove,CD_I1032619,GWS,113500,MID/FWD,MID,0.7,21.1,18,CD_I1032619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Luke Kennedy,CD_I1032112,WBD,113500,MID,MID,0.4,21.1,18,CD_I1032112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Hugh Boxshall,CD_I1029148,STK,113500,MID,MID,0.2,21.1,18,CD_I1029148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Lucas Camporeale,CD_I1022452,CAR,113500,MID,MID,0.6,21.1,18,CD_I1022452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Ben Camporeale,CD_I1027282,CAR,113500,MID,MID,1.5,21.1,18,CD_I1027282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Luke Urquhart,CD_I1029281,NTH,113500,MID,MID,1.1,21.1,18,CD_I1029281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Zak Johnson,CD_I1028519,ESS,113500,MID,MID,0.2,21.1,18,CD_I1028519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Rhys Unwin,CD_I1032023,ESS,113500,MID,MID,0.2,21.1,18,CD_I1032023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Sam Marshall,CD_I1028520,BRL,113500,MID,MID,1.1,21.1,19,CD_I1028520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Patrick Said,CD_I1028514,STK,113500,MID/FWD,MID,0.4,21.1,18,CD_I1028514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
River Stevens,CD_I1031989,NTH,113500,MID/FWD,MID,0.6,21.1,18,CD_I1031989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,228,,,,
Christian Moraes,CD_I1028563,PTA,113500,MID,MID,3.7,21.1,18,CD_I1028563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,228,,,,
Jesse Dattoli,CD_I1029589,SYD,113500,MID/FWD,MID,0.7,21.1,18,CD_I1029589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,228,,,,
William Hayes,CD_I1032922,COL,113500,MID/FWD,MID,1.8,21.1,18,CD_I1032922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,228,,,,
